file_path,fault_type,fault_size,load_level,sensor_type,or_position,sampling_rate,rpm,DE_rms,DE_peak,DE_std,DE_kurtosis,DE_skewness,DE_crest_factor,DE_freq_mean,DE_freq_std,DE_spectral_centroid,DE_BPFO_amplitude,DE_BPFO_harmonics_energy,DE_BPFI_amplitude,DE_BPFI_harmonics_energy,DE_BSF_amplitude,DE_BSF_harmonics_energy,DE_low_band_ratio,DE_high_band_ratio,FE_rms,FE_peak,FE_std,FE_kurtosis,FE_skewness,FE_crest_factor,FE_freq_mean,FE_freq_std,FE_spectral_centroid,FE_BPFO_amplitude,FE_BPFO_harmonics_energy,FE_BPFI_amplitude,FE_BPFI_harmonics_energy,FE_BSF_amplitude,FE_BSF_harmonics_energy,FE_low_band_ratio,FE_high_band_ratio,BA_rms,BA_peak,BA_std,BA_kurtosis,BA_skewness,BA_crest_factor,BA_freq_mean,BA_freq_std,BA_spectral_centroid,BA_BPFO_amplitude,BA_BPFO_harmonics_energy,BA_BPFI_amplitude,BA_BPFI_harmonics_energy,BA_BSF_amplitude,BA_BSF_harmonics_energy,BA_low_band_ratio,BA_high_band_ratio,fault_label
..\源域数据集\12kHz_DE_data\B\0021\B021_2.mat,B,0021,2,DE,,12000,1754.0,0.10701522003730049,0.6866330298110479,0.10701403565665131,3.4376726869300454,0.03513914001560064,6.416218455390923,11.740838307628886,31.009575194685365,2657.1248563065137,9.412843823138662,17.397522865424442,40.398110488209916,60.47459843333364,7.528314473810814,29.161019772754408,0.30511745017526276,0.6948825498247367,0.07334333502284576,0.33095518133672025,0.07334323127663024,2.959768855557397,-0.03064902697436601,4.512409767480996,8.006714078835264,21.26738090433971,2889.711131907059,1.907062428324186,6.89794306891325,26.296811148801037,36.67394343028249,1.0666090613692247,20.23523597371781,0.5661650312609177,0.43383496873907956,0.03595738163042854,0.19504918652797998,0.03595735545655699,3.066104171907203,0.023670674909632018,5.4244546650449585,2.9262947844645217,10.749817473276561,1827.2960362537488,2.741771195394397,4.56237482254183,31.500290085335326,38.62212010197997,3.497143745345676,6.1250066013318065,0.8240321988146916,0.17596780118530755,0
..\源域数据集\12kHz_DE_data\B\0021\B021_3.mat,B,0021,3,DE,,12000,1729.0,0.11730167865372074,0.5113354905685328,0.11730166390002442,3.1152847748545645,0.021537382780289164,4.359148960502225,11.499330584377494,34.4774618278966,2727.4586107565024,2.417633513541815,5.855690957610502,49.19523281802608,60.824821717106445,4.223113535967218,8.374742525454709,0.428248154709112,0.5717518452908876,0.08941776188236081,0.4030632352729981,0.08941720522212115,2.949726823557839,-0.049180997686994715,4.507641734572528,8.941900371838303,26.222575080709824,2784.495715143941,5.439394818880778,9.79472869169504,34.65156948840083,43.081800110837776,4.515688362764017,8.537023489614263,0.6850647773772419,0.3149352226227564,0.04287612451989909,0.1776968433780327,0.04287612377686735,2.9404678059281424,0.10237808836050276,4.144424090744546,2.972577363248771,12.947839476327653,1847.2588973044017,5.3155712578237955,8.338807063364953,34.52095855440686,37.17443877175637,1.94328209843677,6.773980695416291,0.8931602827731148,0.10683971722688491,0
..\源域数据集\12kHz_DE_data\B\0028\B028_0_(1797rpm).mat,B,0028,,DE,,12000,,2.073601442104077,10.528167888131929,2.0736013438213443,3.7762838518147874,0.03313217240766944,5.077237927385424,263.44042206341715,585.9882127295076,2927.0624352325913,,,,,,,0.6598483335590615,0.34015166644093836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
..\源域数据集\12kHz_DE_data\B\0028\B028_1_(1772rpm).mat,B,0028,,DE,,12000,,2.023464896102672,11.555480010888497,2.0234646846769193,3.882532394873009,0.031007199396746746,5.710739056133427,258.7701843762745,571.0529324284738,2934.4052078204113,,,,,,,0.6875507002191872,0.3124492997808126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
..\源域数据集\12kHz_DE_data\B\0028\B028_2_(1750rpm).mat,B,0028,,DE,,12000,,2.1492313786004096,12.171696245505785,2.1492313031087997,3.799457807047385,0.015396376651239753,5.663278680321547,264.7053395464035,611.0432751399837,2892.2192722815066,,,,,,,0.628097927366721,0.37190207263327885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
..\源域数据集\12kHz_DE_data\B\0028\B028_3_(1730rpm).mat,B,0028,,DE,,12000,,2.142703672531061,11.248584936986221,2.1427035834630344,3.906680096074476,0.031983166591378905,5.24971561919193,263.99167939899854,609.1482714031654,2981.745682191985,,,,,,,0.5907153177587536,0.4092846822412462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
..\源域数据集\12kHz_DE_data\IR\0007\IR007_0.mat,IR,0007,0,DE,,12000,1797.0,0.29133552361486315,1.6988706260048076,0.2913350250647545,5.327718163958572,0.1718960295747975,5.8313198642080595,28.120794262503384,85.77518288915212,2753.4442424625972,7.317817546777479,22.956131520447748,82.83945321157898,95.33853266841575,7.776844199615963,16.753092402192742,0.5975594825970328,0.4024405174029668,0.2408806544983529,1.1546957660953712,0.240880503444622,3.3098919321987013,-0.21865911612540034,4.793642596579987,21.705170089075175,71.40831596739277,2478.3092098288325,14.53150892525747,26.91267378750554,49.862776693920196,65.92463623713175,10.133178695937977,33.454525468841624,0.8565001651082883,0.14349983489171117,0.09040829834945607,0.3665810810385579,0.09040829129974268,3.070214563040405,0.10367309206802944,4.054728246533394,6.046047544809309,27.35172445827881,1802.9314171864946,5.269262513059933,12.17890549009699,62.71180607605557,69.41925234053151,2.4283369670160555,6.260029401176158,0.9364669533045824,0.06353304669541739,1
..\源域数据集\12kHz_DE_data\IR\0007\IR007_1.mat,IR,0007,1,DE,,12000,1772.0,0.2919555034399774,1.5575437142042206,0.29195548391669496,5.535867472349106,0.13031967311093326,5.334866771999155,27.17673659782401,86.28021567563617,2820.007274963717,4.389330990449349,11.51739641674894,59.607095726945964,79.22184886226765,3.9298769256257082,23.2049051524756,0.5793112173288705,0.4206887826711293,0.23643281231046126,1.1692917534396112,0.23643267031054252,3.362482594446797,-0.14724877871296257,4.945556168846005,21.2874058132172,70.09492402552937,2523.3791334870502,6.648664745299747,17.072551860056798,23.37254402642979,52.68474783532014,6.497164369851669,12.46396129446118,0.8877989630758814,0.1122010369241182,0.09591186500078719,0.36514179899262944,0.09591185726278106,3.103378007418263,0.019129025970691247,3.807055560744571,5.689845161572395,29.167414110756322,1743.384556116271,2.330761385005745,6.8681456476352585,51.39624539310387,60.536277368737686,2.1354887232785154,10.222273763740409,0.9628693459995263,0.03713065400047354,1
..\源域数据集\12kHz_DE_data\IR\0007\IR007_2.mat,IR,0007,2,DE,,12000,1748.0,0.2995512488322438,1.6340530699439877,0.29955124275450135,5.548508303890029,0.09278475719767365,5.455003363578358,25.402683573332304,89.26855707251347,2868.6191166289796,2.000290312311018,4.322201808964454,4.240819703611346,13.455173479135414,4.322049290969279,12.39870197891725,0.5702275909329192,0.4297724090670805,0.23108147790703645,0.9081559029659012,0.2310811117684218,3.125719778747235,0.025821722928924526,3.9300246440835482,19.14263073425017,68.9916391936468,2560.407318228711,9.13418311638484,14.75595644084291,6.379974623127532,14.744159871859303,7.507306267519272,14.31461755704721,0.8870135850260659,0.11298641497393369,0.09623036793447023,0.3672619744162142,0.09623036726641265,3.3239394636408313,-0.012927386540484911,3.8164872721499696,4.819207991777501,29.423842086038434,1803.99503085084,3.38283926510255,5.978314190316636,1.3529199332901456,5.175993009747979,1.4625008325730968,7.4460565841355475,0.9680851778122997,0.03191482218770012,1
..\源域数据集\12kHz_DE_data\IR\0007\IR007_3.mat,IR,0007,3,DE,,12000,1721.0,0.3129061308966109,1.523375098395507,0.3129061210030676,5.272552759898302,-0.01166889117109395,4.868473155289035,29.643454455471268,92.3073663899173,2863.5161125972218,3.409625478712225,12.32380647019026,13.649350001823537,24.732919248165896,2.442200255480866,7.26525591458619,0.4516163703373322,0.5483836296626674,0.22382845787479816,1.0952312800324993,0.22382837598943886,3.2169247541718646,-0.21087221026690542,4.893172612774437,20.87027237707512,66.13589336068894,2532.610192393544,4.179048772148761,9.173314104745108,16.120770441774866,36.61761271361672,4.62922153550077,8.333310520452695,0.8903040326974526,0.109695967302547,0.09734283353303931,0.6178629263134113,0.09734279141708568,3.3635671495296973,-0.11432910953660684,6.347287251543806,6.1940917719938,29.51769349437544,1633.4928050112796,7.764535935076312,18.07919876026017,20.385534728479303,33.33145602313557,8.664392959517157,17.04360697382016,0.970485849381483,0.029514150618516907,1
..\源域数据集\12kHz_DE_data\IR\0014\IR014_0.mat,IR,0014,0,DE,,12000,1796.0,0.19788885323352703,2.1665416934947843,0.19788183955616667,21.605929561540954,0.23268488933072845,10.94827555010421,23.811954685968377,56.503248768090884,2668.416954871608,29.405813928546767,49.7497586557019,63.335331498728856,108.06821233644882,24.184546706195956,51.12025756997755,0.5099082240790415,0.4900917759209582,0.1037007041587291,0.5919222026396099,0.10370070395426575,3.5416703047286684,-0.020343656981858586,5.7079863385844165,12.66028860819071,29.531091343383707,2998.0172584452976,3.295359331672257,8.040197941795459,18.044697055742546,34.95505566277008,1.1739718050468642,11.940216433049576,0.4690333346520613,0.5309666653479335,0.0564849167875261,0.30368875551937874,0.0564848443313008,3.4285951979706693,0.02823668174449108,5.376457518061603,5.095301726369919,16.743090671528247,2056.2055130122776,4.360738693559413,8.786225700979628,49.469844191059565,86.06288627505772,1.3686478763224847,6.842537085906835,0.6638035734406573,0.3361964265593422,1
..\源域数据集\12kHz_DE_data\IR\0014\IR014_1.mat,IR,0014,1,DE,,12000,1774.0,0.16663962937923896,1.9257987938679366,0.166639455865038,21.209130348984214,0.07571102471032806,11.556667528857725,18.919601435709957,48.040147549684676,2932.794999579218,4.680671648869183,11.294616253686788,24.10892731610002,53.31205452480181,0.9581671851383669,34.67168929539365,0.3763831052941046,0.623616894705895,0.08486000123931761,0.5245724900168396,0.08485965966247107,3.2982361573796934,0.0488679429361865,6.181622464716545,11.589514297613874,23.600970858225946,3011.0213867682423,6.95965557305379,11.302710018955493,13.949826789871773,48.07255528511418,1.1662549390369834,16.69284152271954,0.37669718114023254,0.6233028188597612,0.04375339774744996,0.2462969818456638,0.04375325398416476,3.139869087001802,0.03336519027986709,5.629208119271571,4.181775538750162,12.895445057278348,2120.447322051151,4.541247406321113,5.88491052273282,21.763722683674533,38.147250675837675,3.0292019851922674,18.030650235855845,0.5960065685455426,0.40399343145445665,1
..\源域数据集\12kHz_DE_data\IR\0014\IR014_2.mat,IR,0014,2,DE,,12000,1752.0,0.16224618769882326,1.8594581653894462,0.16224613152315415,22.120344999682548,0.07869139096353404,11.460720228700525,18.66738420929968,46.675665576186546,2902.667186180695,9.317936037874684,15.90399248578235,64.10727217156122,74.69711994541976,3.0292152312233895,20.657341512141798,0.3859306021160796,0.6140693978839202,0.08069489012542594,0.5405435877771781,0.08069488797439582,3.545597731564705,0.00961059082425169,6.698609874020508,10.7812641528821,22.558462815516094,2978.2798766168416,9.080065491805025,13.508708821899349,45.33324099663787,63.58880341163974,3.850473047674825,17.495643478737556,0.48214047753692196,0.517859522463072,0.04417126862926459,0.2555794659581712,0.044171064445349746,3.201855619775856,0.057326190940686576,5.786102004524346,4.291593254566153,12.995755165757108,2040.8334158489802,4.855446875117006,7.7193780791263125,21.516734764911003,31.838675054578516,3.0590303783659003,11.12013877465629,0.6778904594196301,0.3221095405803689,1
..\源域数据集\12kHz_DE_data\IR\0014\IR014_3.mat,IR,0014,3,DE,,12000,1728.0,0.18279515914768105,2.125606765460396,0.18279515865543886,18.123135780768465,0.10790026605946716,11.628353701331381,20.594043357681528,52.76017565448057,2782.7151995120716,13.821172942845669,18.93222029485213,24.51028410644115,46.01969951091256,9.914111138606938,26.00026133271333,0.4181081158867974,0.5818918841132023,0.08735048146873856,0.6010796431574609,0.08735048101351424,3.799543718649494,0.02346333588288063,6.881240183805723,11.510039692089974,24.495085808217056,2963.913230649492,4.152708078123503,5.963649482926005,20.40317258735406,44.192296995129695,0.9736477864740825,3.9417225445977317,0.5466766632746389,0.4533233367253565,0.05978881450769162,0.2737125507572464,0.05978872257427812,3.015340793449815,0.13258029663814747,4.577989261219324,4.764882511832213,17.901630502482263,1980.6041269058192,3.968975306291095,8.971991353708649,29.17825987858716,37.80046811702949,3.5761979354599585,9.22189980573401,0.8489318493690434,0.1510681506309561,1
..\源域数据集\12kHz_DE_data\IR\0021\IR021_0.mat,IR,0021,0,DE,,12000,1797.0,0.5274598674115326,3.701678024565271,0.5274588730377202,7.498373849163739,0.2824471507358132,7.017933028214946,49.187115520050526,155.85013280228682,2724.0503171570667,5.303118027841221,12.434119187055238,67.905455924263,105.11686874298053,2.3966748167374905,30.41801030919268,0.5700229487726399,0.42997705122735996,0.22425287942177397,1.1340067841071018,0.22425286843636574,3.5195678281477596,-0.016275602204242106,5.056821508963843,27.39671374829893,63.85294453240183,2894.3895157317147,5.0644172961046,9.780617247240087,24.317008130188086,55.324523930716765,5.3422949122357215,25.39312341737343,0.5315471509034643,0.4684528490965345,0.0928472265427644,0.4409247925429266,0.09284722213175751,3.8297715465828697,0.1806963691923828,4.748927985908567,7.28353126342367,27.830353370356605,1805.7868466927107,0.9066439352598603,2.793147701397529,61.29379740214052,97.88457976596675,1.6646710615533742,4.827038564082077,0.8909640179643322,0.10903598203566763,1
..\源域数据集\12kHz_DE_data\IR\0021\IR021_1.mat,IR,0021,1,DE,,12000,1774.0,0.44232332080767617,3.6200165600471763,0.44232261319825505,7.639092849046922,0.24452507905210874,8.184096089342694,44.932651791226135,129.47397123267137,2740.63524704469,5.890245084266537,11.691547943376007,18.04961464467562,46.88149099005576,1.402819149577996,21.659357370158347,0.6200265858676505,0.37997341413234936,0.16640288078660428,0.8776318488671782,0.1664028397620902,3.792694158953954,0.05169419902560785,5.274138552881526,23.35658617482012,45.96415332976438,2959.240793469438,5.247993396910707,11.73839534980922,35.58885439146815,73.5542983345125,4.756743651869371,37.86063252651036,0.5083294204898207,0.49167057951017723,0.07247012105721236,0.3922608298653909,0.07247012105294051,3.998955139809813,0.1859849199954201,5.4127249153580985,6.356101383894821,21.53564826213419,1887.1090297809458,1.2270267511312134,5.089009790776251,12.597386165832573,37.287529377346594,1.904112581540274,11.282068131026616,0.8854432946441736,0.11455670535582606,1
..\源域数据集\12kHz_DE_data\IR\0021\IR021_2.mat,IR,0021,2,DE,,12000,1752.0,0.48759663977583256,3.5681821731068726,0.48759637924119964,8.003194313831429,0.2397705387720179,7.317897380809078,44.49586852814426,144.37516564231763,2743.41130095087,9.94803224943518,17.77370292054783,82.7882557052409,108.83346480122569,8.098758992054167,37.434821519275765,0.6997299846111156,0.3002700153888843,0.16401163907583946,0.9694507431501451,0.16401148336752944,4.062038574161691,0.03660598031438656,5.91086552523183,22.33124593939555,45.64759423994776,2952.1387378090776,4.335271934039893,8.080268126944414,36.896102195659125,75.19335486200852,2.7964127574536928,11.373553331772188,0.5464727887654027,0.453527211234596,0.07102514094393383,0.41099883935325243,0.07102512373075497,4.004890980300318,0.16451910081196397,5.786667001163555,6.264800729763498,21.095764706821274,1817.6243446292526,3.4213245979541647,10.309772337716755,62.51877829787364,86.25730363896035,6.086542419055707,24.315732100424057,0.9008833061801215,0.09911669381987813,1
..\源域数据集\12kHz_DE_data\IR\0021\IR021_3.mat,IR,0021,3,DE,,12000,1728.0,0.4466256061145986,3.5389376141671485,0.4466255714294369,8.15640310724568,0.3046550169007808,7.923723059575543,43.13880460743182,131.48609046945467,2712.4742988014614,10.165546878329419,20.46115718357363,49.69333954779251,102.90720136468465,6.233006257173183,19.996000189395907,0.7524462927846431,0.24755370721535683,0.15957625265115696,0.8655886782123219,0.15957625046130022,3.939984172581597,0.049247250964303095,5.424295055383644,22.076665147300538,44.24048645876155,2884.202459639839,10.320134112620797,14.967780390192674,29.718127729906172,78.41603431920363,7.970325121116261,22.025567781678465,0.6064443939809493,0.393555606019049,0.07356386859135897,0.4444728914866144,0.07356359712547937,3.880019060859506,0.21377855444624372,6.041999965439875,6.183501366321983,21.938228055797822,1839.3080235731854,2.6755519745130716,5.916330936197754,44.46705556793204,68.436784046331,1.077158640442832,11.934037010721745,0.9279052312688787,0.07209476873112099,1
..\源域数据集\12kHz_DE_data\IR\0028\IR028_0_(1797rpm).mat,IR,0028,,DE,,12000,,0.8423019916618282,4.412063570191996,0.8422973674930172,3.400290622350113,0.09179366662612792,5.2381017899378,80.65123753548622,248.20455201774126,2229.4361148432586,,,,,,,0.9077877648552151,0.09221223514478483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
..\源域数据集\12kHz_DE_data\IR\0028\IR028_1_(1772rpm).mat,IR,0028,,DE,,12000,,0.8393395086280417,3.923396342508398,0.8393394806887622,3.190265921046296,0.09539127538236895,4.674385397300623,83.1472331174596,246.40953706803168,2452.2951536442615,,,,,,,0.8689945310085185,0.13100546899148133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
